Method,Year,Date ,Enter by,Electronic Enter by ,Time to Start,Observe Intervals ,Block,H-ID,HP,Source,Source ID,Sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Note
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,134,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,135,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,136,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,137,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,138,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,Qv,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,139,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,140,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,141,Qv-T,Rice,TIP4G38,M,NA,C,C,Qg,C,C,C,C,C,C,C,C,C,C,C,C,Qg,Qv,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,142,Qv-T,Rice,,M,NA,C,C,C,C,C,C,Qv,C,C,C,C,Qv,C,C,C,Qv,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,143,Qv-T,Rice,TIP4G28,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,144,Qv-T,Rice,TIP4G28,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,145,Qv-T,Rice,,M,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,146,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,147,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,Qg,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,148,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,149,Qv-T,Rice,,M,NA,Qv,C,C,C,C,C,Qg,C,C,C,C,Qv,Qv,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,150,Qv-T,Rice,TIP4G10,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,152,Qv-T,Rice,TIP4G44,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,153,Qv-T,Rice,TIP4G44,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.12.16,LZ,SL,17:38,2 min,7,154,Qv-T,Rice,TIP4G37,M,NA,Qv,Qg,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,157,Qv-F,KRE,63,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,Qg,Qg,Qg,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,158,Qv-T,Rice,TIP4G9,F,NA,Qv,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,159,Qv-T,Rice,TIP4G36,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,160,Qv-T,Rice,TIP4G7,F,NA,Qv,Qv,Qv,Qv,Qv,C,Qv,Qv,C,Qv,Qv,Qv,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,161,Qv-F,KRE,63,M,NA,Qg,Qv,Qg,C,Qv,C,Qg,Qg,Qg,C,Qv,Qg,Qg,C,Qg,Qv,Qg,Qg,Qv,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,162,Qv-T,Rice,TIP4G36,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,163,Qv-T,Rice,TIP4G7,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,Qv,C,C,C,Qv,C,Qv,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,164,Qv-F,KRE,63,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,165,Qv-T,Rice,TIP4G36,M,NA,C,C,Qg,Qg,Qg,Qg,C,C,C,Qg,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,166,Qv-F,KRE,52,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,167,Qv-F,KRE,33,M,NA,C,C,C,C,C,C,Qv,C,C,C,C,C,C,C,C,C,C,Qv,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,168,Qv-T,Rice,TIP4G7,F,NA,Qv,C,Qg,C,C,Qg,Qg,Qg,Qv,C,C,Qv,Qv,C,Qg,Qg,Qv,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,169,Qv-F,KRE,39,M,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,170,Qv-T,Rice,TIP4G37,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,Qv,Qg,Qv,Qv,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,171,Qv-F,KRE,57,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,172,Qv-T,Rice,TIP4G47,M,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,C,Qg,Qg,Qg,Qg,Qg,Qg,Qg,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,173,Qv-F,KRE,52,F,NA,C,C,C,C,C,C,C,C,C,Qv,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,174,Qv-T,Rice,TIP4G47,F,NA,C,C,C,Qv,Qv,Qv,Qv,Qv,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,175,Qv-T,Rice,TIP4G7,M,NA,C,C,Qg,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,176,Qv-T,Rice,TIP4G31,F,NA,Qv,Qv,Qv,C,C,C,C,C,C,C,Qv,C,C,Qv,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,177,Qv-F,KRE,52,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,178,Qv-T,Rice,TIP4G31,F,NA,C,Qv,Qv,C,Qv,Qv,C,C,Qv,Qv,C,C,C,Qv,C,C,Qg,C,C,Qv,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,179,Qv-T,Rice,TIP4G31,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.16.16,LZ,SL,15:10,2 min,8,180,Qv-T,Rice,TIP4G31,F,NA,Qv,Qv,Qv,Qv,C,Qv,C,C,Qg,Qv,Qv,Qv,C,Qg,C,C,Qv,Qv,Qv,Qv,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,181,Qv-F,KRE,45,M,NA,C,C,C,C,Qv,C,C,Qv,C,C,Qv,Qv,C,Qg,Qg,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,182,Qv-T,Rice,TIP4G40,F,NA,C,Qv,C,C,C,C,C,C,C,C,Qv,Qg,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,183,Qv-T,Rice,TIP4G4,M,NA,C,C,C,C,C,C,C,C,C,Qg,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,184,Qv-F,KRE,52,F,NA,C,Qg,C,Qg,C,Qv,C,C,Qv,Qg,Qg,C,C,C,Qg,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,185,Qv-F,KRE,45,M,NA,C,C,C,C,C,C,C,Qg,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,186,Qv-T,Rice,TIPG4,F,NA,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qv,C,C,Qg,Qg,Qg,Qg,Qg,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,187,Qv-T,Rice,TIPG7,F,NA,Qg,Qg,Qg,Qg,Qg,Qv,Qg,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,188,Qv-T,Rice,TIPG7,M,NA,C,C,C,C,C,C,C,C,C,Qg,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,189,Qv-F,KRE,,M,NA,Qg,Qg,C,Qg,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,190,Qv-T,Rice,TIPG4,M,NA,C,C,C,C,C,C,C,Qg,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,191,Qv-T,Rice,TIPG37,F,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,C,Qv,Qv,Qv,Qv,Qv,Qv,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,192,Qv-T,Rice,TIPG22,F,NA,Qv,Qv,Qv,Qv,C,Qv,Qv,C,Qg,C,Qv,Qg,C,Qv,Qg,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,193,Qv-T,Rice,TIPG11,F,NA,C,C,C,C,C,Qg,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,194,Qv-T,Rice,TIPG11,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,195,Qv-T,Rice,TIPG22,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,196,Qv-T,Rice,TIPG11,M,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,197,Qv-T,Rice,TIPG22,F,NA,Qg,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,198,Qv-T,Rice,TIPG11,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,199,Qv-T,Rice,TIPG22,F,NA,C,C,C,C,C,C,C,C,C,C,Qv,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,200,Qv-T,Rice,TIPG31,F,NA,Qv,Qv,Qg,Qg,Qv,Qv,Qv,Qv,Qv,C,Qv,Qv,Qv,Qg,Qv,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,201,Qv-T,Rice,TIPG22,F,NA,C,Qg,C,C,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,202,Qv-T,Rice,TIPG47,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,Qg,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,203,Qv-T,Rice,TIPG31,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.19.16,LZ,SL,18:30,2 min,9,204,Qv-T,Rice,TIPG22,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA,NA,NA,NA,NA,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,205,Qv-T,Rice,,F,NA,C,C,C,Qv,C,Qg,C,C,C,Qv,Qg,C,C,C,C,C,C,C,Qv,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,206,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,207,Qg,LL,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,Qv,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,208,Qg,LL,,M,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,209,Qv-T,Rice,,M,NA,Qv,C,C,C,C,C,C,C,C,C,Qv,C,C,Qg,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,210,Qv-T,Rice,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,211,Qg,LL,,M,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qv,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,212,Qg,LL,,F,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,213,Qv-T,Rice,,M,NA,C,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,C,Qg,Qg,Qg,C,C,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,214,Qv-T,Rice,,F,NA,Qv,Qv,Qv,Qv,Qg,Qg,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,215,Qg,LL,,M,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,216,Qg,LL,,F,NA,Qv,C,Qv,Qv,Qv,C,Qv,Qv,Qv,Qv,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,217,Qv-T,Rice,,M,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,218,Qg,LL,,M,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,219,Qv-T,Rice,,F,NA,C,C,C,C,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,220,Qv-T,Rice,,M,NA,Qv,Qg,C,Qv,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qv,Qv,Qv,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,221,Qg,LL,,F,NA,C,Qg,Qg,Qg,Qg,Qg,Qv,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qv,C,Qg,Qg,Qv,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,222,Qv-T,Rice,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,223,Qg,LL,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,224,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,Qg,C,C,C,Qg,Qg,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,225,Qg,LL,,F,NA,Qg,Qg,C,C,Qg,Qg,Qg,C,Qv,Qg,Qg,C,Qv,C,Qg,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,226,Qg,LL,,M,NA,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,227,Qg,LL,,F,NA,Qg,Qg,Qg,C,C,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,C,Qg,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,228,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,229,Qv-T,Rice,,F,NA,Qv,Qv,C,C,C,C,C,Qg,C,Qg,Qg,Qg,C,C,C,C,C,C,Qg,Qg,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,230,Qg,LL,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,231,Qg,LL,,F,NA,C,C,Qv,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,232,Qg,LL,,M,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,C,C,C,C,Qv,C,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,233,Qv-T,Rice,,F,NA,C,C,C,Qg,C,C,Qv,C,C,C,C,Qv,C,Qv,C,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,234,Qg,LL,,F,NA,C,C,Qv,C,Qv,C,C,C,C,C,C,Qg,C,C,Qv,Qg,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,235,Qv-T,Rice,,M,NA,C,C,Qg,C,C,C,C,C,C,C,Qg,C,C,Qv,Qv,C,C,C,C,C,
cup,2016,4.27.16,LZ,SL,14:30,2 min,10,236,Qv-T,Rice,,F,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,237,Qg,LL,,M,NA,C,Qv,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,238,Qg,LL,,F,NA,Qv,C,C,C,Qg,Qg,Qg,Qg,Qg,Qg,C,C,C,C,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,239,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,Qv,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,240,Qv-T,Rice,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,241,Qg,LL,,F,NA,Qv,C,C,C,C,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,242,Qg,LL,,F,NA,Qg,Qg,Qg,Qg,Qg,Qv,Qv,Qv,Qv,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,243,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,Qg,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,244,Qv-T,Rice,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,245,Qg,LL,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,246,Qv-T,Rice,,M,NA,Qv,Qv,C,C,C,Qv,C,Qg,C,C,C,C,C,C,C,C,C,C,NA,NA,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,247,Qg,LL,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,248,Qg,LL,,M,NA,C,C,C,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,249,Qv-T,Rice,,F,NA,Qv,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,250,Qg,LL,,F,NA,Qv,Qv,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,251,Qv-T,Rice,,M,NA,C,C,C,C,Qv,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,252,Qv-T,Rice,,F,NA,C,C,C,Qg,Qg,Qv,C,C,Qg,Qg,Qg,Qv,C,C,C,C,C,Qg,C,Qg,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,253,Qv-T,Rice,,M,NA,C,Qv,Qv,C,C,Qv,C,C,C,Qv,Qv,C,C,Qv,C,Qg,Qv,C,Qv,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,254,Qg,LL,,F,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,255,Qv-T,Rice,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,256,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,257,Qv-T,Rice,,F,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,258,Qv-T,Rice,,M,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,259,Qg,LL,,F,NA,C,C,C,C,Qg,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,260,Qv-T,Rice,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,261,Qg,LL,,F,NA,Qv,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,262,Qv-T,Rice,,M,NA,Qv,C,C,C,C,C,C,C,C,C,Qg,C,C,C,C,C,Qg,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,263,Qv-T,Rice,,F,NA,C,C,C,C,C,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,Qv,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,264,Qg,LL,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,265,Qv-T,Rice,,M,NA,Qv,Qg,C,C,Qg,C,C,C,Qg,C,C,C,C,C,Qg,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,266,Qv-T,Rice,,F,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,267,Qg,LL,,F,NA,Qv,Qg,Qv,Qv,Qv,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,Qg,
cup,2016,4.29.16,LZ,SL,14:15,2 min,11,268,Qv-T,Rice,,F,NA,C,C,C,C,C,Qg,C,C,C,C,C,C,Qg,C,C,C,Qg,C,C,C,
cup,2016,4.30.16,LZ,SL,14:15,2 min,11,269,Qv-T,Rice,,F,NA,C,C,C,C,C,Qv,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
cup,2016,4.30.16,LZ,SL,14:15,2 min,11,270,Qv-T,Rice,,M,NA,C,Qg,Qv,C,C,Qv,C,C,C,C,Qg,Qg,C,C,C,C,C,C,C,C,
cup,2016,4.30.16,LZ,SL,14:15,2 min,11,271,Qg,LL,,F,NA,Qv,Qv,Qv,Qv,Qv,Qv,Qv,C,C,C,C,C,Qg,C,Qg,Qg,Qg,Qg,Qg,Qg,
